,docket,year,issue,issue_area,case_source_circuit,case_origin_circuit,lc_direction,lc_disposition,overturn_count_predict,overturn_count_actual,overturn_predict,overturn_actual,justice_1,justice_2,justice_3,justice_4,justice_5,justice_6,justice_7,justice_8,justice_9,justice_1_dir,justice_2_dir,justice_3_dir,justice_4_dir,justice_5_dir,justice_6_dir,justice_7_dir,justice_8_dir,justice_9_dir,justice_chief,correct
3844,1974-137-01,1974,90130.0,9.0,2.0,2.0,2.0,2.0,0.8888888888888888,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,0.0,1.3024475524475525,1.3601741022850924,1.4238993710691823,1.424408014571949,1.5349494949494948,1.553095118268747,1.7095070422535212,1.7207207207207207,1.79175704989154,1.0,True
3845,1974-138-01,1974,20060.0,2.0,4.0,4.0,1.0,3.0,0.8888888888888888,0.8888888888888888,True,True,0,1,1,1,1,1,1,1.0,1.0,1.3024475524475525,1.3601741022850924,1.4238993710691823,1.424408014571949,1.5349494949494948,1.553095118268747,1.7095070422535212,1.7207207207207207,1.79175704989154,1.0,True
3846,1974-139-01,1974,10580.0,1.0,9.0,9.0,1.0,2.0,0.3333333333333333,0.4444444444444444,False,False,0,0,0,0,0,0,1,1.0,1.0,1.3024475524475525,1.3601741022850924,1.4238993710691823,1.424408014571949,1.5349494949494948,1.553095118268747,1.7095070422535212,1.7207207207207207,1.79175704989154,0.0,True
3847,1974-140-01,1974,90220.0,9.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.4444444444444444,False,False,0,0,0,0,0,0,1,1.0,1.0,1.3024475524475525,1.3601741022850924,1.4238993710691823,1.424408014571949,1.5349494949494948,1.553095118268747,1.7095070422535212,1.7207207207207207,1.79175704989154,0.0,True
3848,1974-141-01,1974,10040.0,1.0,9.0,9.0,2.0,3.0,0.6666666666666666,0.5555555555555556,True,True,1,1,1,1,1,1,0,0.0,0.0,1.3024475524475525,1.3601741022850924,1.4238993710691823,1.424408014571949,1.5349494949494948,1.553095118268747,1.7095070422535212,1.7207207207207207,1.79175704989154,1.0,True
3849,1974-142-01,1974,40010.0,4.0,5.0,11.0,2.0,2.0,0.6666666666666666,0.0,True,False,1,1,1,1,1,1,0,0.0,0.0,1.3044982698961938,1.3610810810810812,1.4234234234234233,1.424469413233458,1.5348649738008868,1.5534370296036126,1.7101576182136602,1.7209636821287306,1.791553871142393,1.0,False
3850,1974-143-01,1974,10010.0,1.0,0.0,0.0,1.0,2.0,0.4444444444444444,1.0,False,True,0,0,0,0,1,0,1,1.0,1.0,1.3044982698961938,1.3610810810810812,1.4234234234234233,1.424469413233458,1.5348649738008868,1.5534370296036126,1.7101576182136602,1.7209636821287306,1.791553871142393,0.0,False
3851,1974-144-01,1974,120010.0,12.0,5.0,11.0,2.0,3.0,0.2222222222222222,0.3333333333333333,False,False,0,0,0,0,0,1,0,0.0,1.0,1.3044982698961938,1.3610810810810812,1.4234234234234233,1.424469413233458,1.5348649738008868,1.5534370296036126,1.7101576182136602,1.7209636821287306,1.791553871142393,0.0,True
3852,1974-145-01,1974,80010.0,8.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.0,False,False,0,0,0,0,0,0,1,1.0,1.0,1.3044982698961938,1.3610810810810812,1.4234234234234233,1.424469413233458,1.5348649738008868,1.5534370296036126,1.7101576182136602,1.7209636821287306,1.791553871142393,0.0,True
3853,1974-146-01,1974,80010.0,8.0,12.0,12.0,1.0,-99.0,0.6666666666666666,0.4444444444444444,True,False,0,0,1,1,0,1,1,1.0,1.0,1.3044982698961938,1.3610810810810812,1.4234234234234233,1.424469413233458,1.5348649738008868,1.5534370296036126,1.7101576182136602,1.7209636821287306,1.791553871142393,0.0,False
3854,1974-147-01,1974,20180.0,2.0,9.0,9.0,2.0,-99.0,0.6666666666666666,0.6666666666666666,True,True,1,1,1,1,1,1,0,0.0,0.0,1.3044982698961938,1.3610810810810812,1.4234234234234233,1.424469413233458,1.5348649738008868,1.5534370296036126,1.7101576182136602,1.7209636821287306,1.791553871142393,1.0,True
3855,1974-148-01,1974,10120.0,1.0,0.0,0.0,1.0,2.0,0.7777777777777778,0.6666666666666666,True,True,0,0,1,1,1,1,1,1.0,1.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,0.0,True
3856,1974-149-01,1974,10120.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,True,True,0,0,0,1,1,1,1,1.0,1.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,0.0,True
3857,1974-150-01,1974,10060.0,1.0,9.0,9.0,2.0,3.0,0.6666666666666666,0.0,True,False,1,1,1,1,1,1,0,0.0,0.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,1.0,False
3858,1974-151-01,1974,10060.0,1.0,9.0,9.0,2.0,3.0,0.6666666666666666,0.0,True,False,1,1,1,1,1,1,0,0.0,0.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,1.0,False
3859,1974-152-01,1974,10040.0,1.0,9.0,9.0,1.0,2.0,0.3333333333333333,0.4444444444444444,False,False,0,0,0,0,0,0,1,1.0,1.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,0.0,True
3860,1974-153-01,1974,-99.0,-99.0,2.0,2.0,1.0,2.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1.0,1.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,1.0,True
3861,1974-154-01,1974,20090.0,2.0,5.0,5.0,2.0,-99.0,0.6666666666666666,0.1111111111111111,True,False,1,1,1,1,1,1,0,0.0,0.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,1.0,False
3862,1974-155-01,1974,90390.0,9.0,5.0,5.0,1.0,-99.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1.0,1.0,1.3071672354948805,1.362272240085745,1.4252163164400495,1.4280639431616342,1.5359582161510648,1.554222888555722,1.7121739130434783,1.7217640731444963,1.7919481221291542,1.0,True
3863,1975-001-01,1975,100010.0,10.0,-99.0,-99.0,1.0,-99.0,0.1111111111111111,1.0,False,True,0,0,0,0,0,0,0,0.0,1.0,1.3083475298126064,1.3629550321199144,1.4259259259259258,1.429078014184397,1.536144578313253,1.5544455544455544,1.7124239791485665,1.721863799283154,1.7919481221291542,0.0,False
3864,1975-002-01,1975,80050.0,8.0,5.0,5.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.3095238095238095,1.3636363636363635,1.4266337854500617,1.4300884955752213,1.5363307908470494,1.5546679980029956,1.7126736111111112,1.7219634539591544,1.7920043219881145,1.0,True
3865,1975-003-01,1975,90090.0,9.0,7.0,7.0,2.0,3.0,1.0,0.8888888888888888,True,True,1,1,1,1,1,1,1,1.0,1.0,1.3091216216216217,1.3631522896698616,1.4257668711656442,1.428822495606327,1.535871743486974,1.5540607872446437,1.7110726643598615,1.72128801431127,1.7916329284750336,1.0,True
3866,1975-004-01,1975,50020.0,5.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.0,True,True,1,1,1,1,1,1,0,0.0,0.0,1.3091216216216217,1.3631522896698616,1.4257668711656442,1.428822495606327,1.535871743486974,1.5540607872446437,1.7110726643598615,1.72128801431127,1.7916329284750336,1.0,True
3867,1975-005-01,1975,90120.0,9.0,7.0,7.0,2.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.3091216216216217,1.3631522896698616,1.4257668711656442,1.428822495606327,1.535871743486974,1.5540607872446437,1.7110726643598615,1.72128801431127,1.7916329284750336,1.0,True
3868,1975-006-01,1975,10580.0,1.0,6.0,6.0,2.0,3.0,0.6666666666666666,1.0,True,True,1,1,1,1,1,1,0,0.0,0.0,1.3091216216216217,1.3631522896698616,1.4257668711656442,1.428822495606327,1.535871743486974,1.5540607872446437,1.7110726643598615,1.72128801431127,1.7916329284750336,1.0,True
3869,1975-007-01,1975,80070.0,8.0,7.0,7.0,1.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.308600337268128,1.3627659574468085,1.4252450980392157,1.4280701754385965,1.5356570512820513,1.5537848605577689,1.7110726643598615,1.72128801431127,1.7916329284750336,1.0,True
3870,1975-008-01,1975,20140.0,2.0,0.0,0.0,1.0,2.0,0.875,0.875,True,True,0,1,1,1,1,1,1,1.0,1.308724832214765,1.3630573248407643,1.4254278728606358,1.4293193717277486,1.5362144857943176,1.5539532570860268,1.711820534943917,1.7215868477483918,,1.0,,True
3871,1975-009-01,1975,40010.0,4.0,6.0,6.0,2.0,3.0,0.75,0.625,True,True,1,1,1,1,1,1,0,0.0,1.308724832214765,1.3630573248407643,1.4254278728606358,1.4293193717277486,1.5362144857943176,1.5539532570860268,1.711820534943917,1.7215868477483918,,1.0,,True
3872,1975-010-01,1975,10170.0,1.0,0.0,0.0,1.0,2.0,1.0,0.25,True,False,1,1,1,1,1,1,1,1.0,1.308724832214765,1.3630573248407643,1.4254278728606358,1.4293193717277486,1.5362144857943176,1.5539532570860268,1.711820534943917,1.7215868477483918,,1.0,,False
3873,1975-011-01,1975,10590.0,1.0,5.0,11.0,1.0,2.0,0.75,0.875,True,True,0,0,1,1,1,1,1,1.0,1.3093645484949832,1.3622881355932204,1.4250913520097441,1.4288194444444444,1.5359712230215827,1.5536246276067527,1.7117039586919105,1.7215280257051053,,0.0,,True
3874,1975-012-01,1975,10060.0,1.0,0.0,0.0,2.0,3.0,0.75,0.75,True,True,1,1,1,1,1,1,0,0.0,1.3093645484949832,1.3622881355932204,1.4250913520097441,1.4288194444444444,1.5359712230215827,1.5536246276067527,1.7117039586919105,1.7215280257051053,,1.0,,True
3875,1975-013-01,1975,90330.0,9.0,10.0,10.0,1.0,9.0,0.75,1.0,True,True,0,0,1,1,1,1,1,1.0,1.3093645484949832,1.3622881355932204,1.4250913520097441,1.4288194444444444,1.5359712230215827,1.5536246276067527,1.7117039586919105,1.7215280257051053,,0.0,,True
3876,1975-014-01,1975,120030.0,12.0,5.0,5.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.3116666666666668,1.3636363636363635,1.4264884568651275,1.430795847750865,1.5363418530351438,1.5540674603174602,1.7121993127147765,1.7217267213699607,,1.0,,True
3877,1975-015-01,1975,40010.0,4.0,9.0,9.0,2.0,3.0,0.75,1.0,True,True,1,1,1,1,1,1,0,0.0,1.3116666666666668,1.3636363636363635,1.4264884568651275,1.430795847750865,1.5363418530351438,1.5540674603174602,1.7121993127147765,1.7217267213699607,,1.0,,True
3878,1975-016-01,1975,10100.0,1.0,0.0,0.0,2.0,3.0,0.75,0.75,True,True,1,1,1,1,1,1,0,0.0,1.3106312292358804,1.3628691983122363,1.4254545454545455,1.4293103448275861,1.5359138068635276,1.5535183349851338,1.711835334476844,1.7215686274509805,,1.0,,True
3879,1975-017-01,1975,10510.0,1.0,12.0,12.0,2.0,3.0,0.75,1.0,True,True,1,1,1,1,1,1,0,0.0,1.3106312292358804,1.3628691983122363,1.4254545454545455,1.4293103448275861,1.5359138068635276,1.5535183349851338,1.711835334476844,1.7215686274509805,,1.0,,True
3880,1975-018-01,1975,90130.0,9.0,4.0,4.0,1.0,3.0,0.75,0.0,True,False,0,0,1,1,1,1,1,1.0,1.3101160862354893,1.362486828240253,1.4249394673123488,1.4285714285714286,1.5357000398883127,1.553244180287271,1.7112253641816624,1.721311475409836,,0.0,,False
3881,1975-019-01,1975,80070.0,8.0,9.0,9.0,2.0,3.0,0.75,1.0,True,True,1,1,1,1,1,1,0,0.0,1.3096026490066226,1.3621052631578947,1.4244256348246676,1.4278350515463918,1.5354864433811801,1.552970297029703,1.7106164383561644,1.7210545065906662,,1.0,,True
3882,1975-020-01,1975,40020.0,4.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.6666666666666666,False,True,1,0,0,0,0,0,0,1.0,1.0,-99.0,1.3097199341021417,1.3609653725078699,1.4228915662650603,1.4273504273504274,1.5356431700517723,1.5526445872466634,1.7096498719043554,1.7206405693950177,0.0,False
3883,1975-021-01,1975,10440.0,1.0,6.0,6.0,1.0,2.0,0.3333333333333333,0.3333333333333333,False,False,1,0,0,0,0,0,0,1.0,1.0,-99.0,1.3097199341021417,1.3609653725078699,1.4228915662650603,1.4273504273504274,1.5356431700517723,1.5526445872466634,1.7096498719043554,1.7206405693950177,0.0,True
3884,1975-022-01,1975,80120.0,8.0,9.0,9.0,1.0,2.0,0.5555555555555556,0.1111111111111111,True,False,1,0,0,0,0,1,1,1.0,1.0,-99.0,1.3097199341021417,1.3609653725078699,1.4228915662650603,1.4273504273504274,1.5356431700517723,1.5526445872466634,1.7096498719043554,1.7206405693950177,0.0,False
3885,1975-023-01,1975,90320.0,9.0,9.0,9.0,2.0,2.0,1.0,0.1111111111111111,True,False,1,1,1,1,1,1,1,1.0,1.0,-99.0,1.3114754098360655,1.3619246861924685,1.4237695078031212,1.4285714285714286,1.535799522673031,1.5528134254689043,1.7095400340715503,1.7205830074653394,1.0,False
3886,1975-024-01,1975,80100.0,8.0,0.0,0.0,2.0,6.0,0.3333333333333333,0.1111111111111111,False,False,1,0,0,0,0,1,1,0.0,0.0,-99.0,1.3114754098360655,1.3619246861924685,1.4237695078031212,1.4285714285714286,1.535799522673031,1.5528134254689043,1.7095400340715503,1.7205830074653394,0.0,True
3887,1975-025-01,1975,80140.0,8.0,3.0,3.0,2.0,6.0,0.7777777777777778,0.6666666666666666,True,True,1,1,1,1,1,1,1,0.0,0.0,-99.0,1.3114754098360655,1.3619246861924685,1.4237695078031212,1.4285714285714286,1.535799522673031,1.5528134254689043,1.7095400340715503,1.7205830074653394,1.0,True
3888,1975-026-01,1975,90200.0,9.0,4.0,4.0,1.0,2.0,0.8888888888888888,0.1111111111111111,True,False,1,0,1,1,1,1,1,1.0,1.0,1.0,1.3120915032679739,1.3622129436325678,1.4227544910179641,1.4271186440677965,1.5353736089030208,1.5532544378698225,1.7083333333333333,1.7200710479573713,1.0,False
3889,1975-027-01,1975,90120.0,9.0,12.0,12.0,2.0,4.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.0,1.3120915032679739,1.3622129436325678,1.4227544910179641,1.4271186440677965,1.5353736089030208,1.5532544378698225,1.7083333333333333,1.7200710479573713,1.0,True
3890,1975-028-01,1975,90320.0,9.0,6.0,6.0,1.0,9.0,0.5555555555555556,0.6666666666666666,True,True,1,0,0,0,0,1,1,1.0,1.0,1.0,1.3115823817292007,1.3618352450469238,1.4222488038277512,1.4271186440677965,1.5353736089030208,1.5529817644159685,1.707731520815633,1.7198153409090908,0.0,True
3891,1975-029-01,1975,90010.0,9.0,3.0,3.0,2.0,2.0,0.7777777777777778,0.6666666666666666,True,True,1,1,1,1,1,1,1,0.0,0.0,1.0,1.3110749185667752,1.3614583333333334,1.4229390681003584,1.428087986463621,1.535160905840286,1.5532019704433497,1.7079796264855687,1.7199148029818956,1.0,True
3892,1975-030-01,1975,90120.0,9.0,12.0,12.0,1.0,3.0,0.6666666666666666,0.1111111111111111,True,False,1,0,0,0,1,1,1,1.0,1.0,1.0,1.3095623987034035,1.3603322949117342,1.4226190476190477,1.4259259259259258,1.5345238095238096,1.5523856369896705,1.7070279424216765,1.7195035460992907,0.0,False
3893,1975-031-01,1975,90120.0,9.0,3.0,3.0,2.0,2.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.0,1.3095623987034035,1.3603322949117342,1.4226190476190477,1.4259259259259258,1.5345238095238096,1.5523856369896705,1.7070279424216765,1.7195035460992907,1.0,True
3894,1975-032-01,1975,10060.0,1.0,9.0,9.0,2.0,3.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.0,1.3095623987034035,1.3603322949117342,1.4226190476190477,1.4259259259259258,1.5345238095238096,1.5523856369896705,1.7070279424216765,1.7195035460992907,1.0,True
3895,1975-033-01,1975,30140.0,3.0,12.0,12.0,1.0,2.0,0.6666666666666666,0.8888888888888888,True,True,1,0,0,0,1,1,1,1.0,1.0,1.0,1.309061488673139,1.3599585062240664,1.422116527942925,1.4252100840336135,1.5343117810392701,1.5521140609636186,1.7072758037225042,1.7196029776674937,0.0,True
3896,1975-034-01,1975,40070.0,4.0,9.0,9.0,2.0,4.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.0,1.3096774193548386,1.3592132505175984,1.4223013048635824,1.4254606365159128,1.5342845818470074,1.5525540275049117,1.7069256756756757,1.7198016294721927,1.0,True
3897,1975-035-01,1975,20180.0,2.0,4.0,4.0,2.0,2.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.0,1.3096774193548386,1.3592132505175984,1.4223013048635824,1.4254606365159128,1.5342845818470074,1.5525540275049117,1.7069256756756757,1.7198016294721927,1.0,True
3898,1975-036-01,1975,20120.0,2.0,0.0,0.0,1.0,2.0,0.5555555555555556,1.0,True,True,1,0,0,0,0,1,1,1.0,1.0,1.0,1.310289389067524,1.359504132231405,1.4224852071005918,1.4257095158597664,1.5342574257425743,1.5525024533856722,1.7074198988195615,1.72,0.0,True
3899,1975-037-01,1975,80110.0,8.0,5.0,5.0,2.0,-99.0,0.7777777777777778,1.0,True,True,1,1,1,1,1,1,1,0.0,0.0,1.0,1.310289389067524,1.359504132231405,1.4224852071005918,1.4257095158597664,1.5342574257425743,1.5525024533856722,1.7074198988195615,1.72,1.0,True
3900,1975-038-01,1975,20160.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.0,1.3097913322632424,1.3591331269349844,1.4219858156028369,1.425,1.5340459224069676,1.5522314860225601,1.7068239258635214,1.7197452229299364,1.0,True
3901,1975-039-01,1975,90360.0,9.0,13.0,13.0,2.0,11.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.3099041533546325,1.3333333333333333,1.3590534979423867,1.4216725559481744,1.4245439469320067,1.5338078291814947,1.5519098922624877,1.7058823529411764,1.7193354542241075,1.0,True
3902,1975-040-01,1975,20400.0,2.0,9.0,9.0,1.0,2.0,0.4444444444444444,0.1111111111111111,False,False,0,1,0,0,0,1,0,1.0,1.0,1.3099041533546325,1.3333333333333333,1.3590534979423867,1.4216725559481744,1.4245439469320067,1.5338078291814947,1.5519098922624877,1.7058823529411764,1.7193354542241075,0.0,True
3903,1975-041-01,1975,30030.0,3.0,0.0,0.0,2.0,2.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3099041533546325,1.3333333333333333,1.3590534979423867,1.4216725559481744,1.4245439469320067,1.5338078291814947,1.5519098922624877,1.7058823529411764,1.7193354542241075,1.0,True
3904,1975-043-01,1975,80300.0,8.0,12.0,12.0,1.0,6.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.3085443037974684,1.3333333333333333,1.3578732106339468,1.4210526315789473,1.4226973684210527,1.5331491712707181,1.55126953125,1.705685618729097,1.7192239858906526,1.0,True
3905,1975-044-01,1975,30010.0,3.0,5.0,5.0,2.0,2.0,0.5555555555555556,0.7777777777777778,True,True,1,1,1,1,1,0,0,0.0,0.0,1.3085443037974684,1.3333333333333333,1.3578732106339468,1.4210526315789473,1.4226973684210527,1.5331491712707181,1.55126953125,1.705685618729097,1.7192239858906526,1.0,True
3906,1975-045-01,1975,10390.0,1.0,5.0,11.0,2.0,3.0,0.7777777777777778,1.0,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3085443037974684,1.3333333333333333,1.3578732106339468,1.4210526315789473,1.4226973684210527,1.5331491712707181,1.55126953125,1.705685618729097,1.7192239858906526,1.0,True
3907,1975-046-01,1975,70010.0,7.0,6.0,6.0,1.0,2.0,0.4444444444444444,0.7777777777777778,False,True,0,1,0,0,0,0,1,1.0,1.0,1.3085443037974684,1.3333333333333333,1.3578732106339468,1.4210526315789473,1.4226973684210527,1.5331491712707181,1.55126953125,1.705685618729097,1.7192239858906526,0.0,False
3908,1975-047-01,1975,20180.0,2.0,2.0,2.0,2.0,-99.0,0.7777777777777778,1.0,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3085443037974684,1.3333333333333333,1.3578732106339468,1.4210526315789473,1.4226973684210527,1.5331491712707181,1.55126953125,1.705685618729097,1.7192239858906526,1.0,True
3909,1975-048-01,1975,10230.0,1.0,1.0,1.0,2.0,2.0,0.8888888888888888,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,1.0,1.3085443037974684,1.3333333333333333,1.3578732106339468,1.4210526315789473,1.4226973684210527,1.5331491712707181,1.55126953125,1.705685618729097,1.7192239858906526,1.0,True
3910,1975-049-01,1975,10170.0,1.0,5.0,11.0,2.0,2.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3081761006289307,1.3584521384928716,1.420256111757858,1.423202614379085,1.5,1.533096926713948,1.5511695906432748,1.7066666666666668,1.7196195843606903,1.0,True
3911,1975-050-01,1975,40020.0,4.0,12.0,12.0,2.0,6.0,0.7777777777777778,0.3333333333333333,True,False,1,1,1,1,1,1,1,0.0,0.0,1.3081761006289307,1.3584521384928716,1.420256111757858,1.423202614379085,1.5,1.533096926713948,1.5511695906432748,1.7066666666666668,1.7196195843606903,1.0,False
3912,1975-051-01,1975,20090.0,2.0,5.0,5.0,2.0,3.0,0.7777777777777778,0.0,True,False,1,1,1,1,1,1,1,0.0,0.0,1.3081761006289307,1.3584521384928716,1.420256111757858,1.423202614379085,1.5,1.533096926713948,1.5511695906432748,1.7066666666666668,1.7196195843606903,1.0,False
3913,1975-052-01,1975,90420.0,9.0,0.0,0.0,1.0,2.0,0.0,0.7777777777777778,False,True,0,0,0,0,0,0,0,0.0,0.0,1.3081761006289307,1.3584521384928716,1.420256111757858,1.423202614379085,1.5,1.533096926713948,1.5511695906432748,1.7066666666666668,1.7196195843606903,0.0,False
3914,1975-053-01,1975,20220.0,2.0,0.0,0.0,1.0,2.0,0.7777777777777778,0.3333333333333333,True,False,0,0,1,1,1,1,1,1.0,1.0,1.3076923076923077,1.3591047812817905,1.4,1.4209302325581394,1.4241435562805873,1.5332808192201655,1.5513882123721383,1.7069109075770192,1.7197183098591549,0.0,False
3915,1975-054-01,1975,10090.0,1.0,9.0,9.0,1.0,2.0,0.4444444444444444,0.1111111111111111,False,False,0,1,0,0,0,1,0,1.0,1.0,1.3073322932917317,1.3333333333333333,1.359026369168357,1.4206257242178448,1.4230145867098865,1.5328352339756193,1.5512882839086048,1.7062240663900414,1.7196623285262047,0.0,True
3916,1975-055-01,1975,30190.0,3.0,0.0,0.0,1.0,2.0,0.8888888888888888,1.0,True,True,0,1,1,1,1,1,1,1.0,1.0,1.3073322932917317,1.3333333333333333,1.359026369168357,1.4206257242178448,1.4230145867098865,1.5328352339756193,1.5512882839086048,1.7062240663900414,1.7196623285262047,1.0,True
3917,1975-056-01,1975,20400.0,2.0,6.0,6.0,2.0,4.0,0.7777777777777778,0.6666666666666666,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3073322932917317,1.3333333333333333,1.359026369168357,1.4206257242178448,1.4230145867098865,1.5328352339756193,1.5512882839086048,1.7062240663900414,1.7196623285262047,1.0,True
3918,1975-057-01,1975,90330.0,9.0,3.0,3.0,1.0,2.0,0.6666666666666666,0.1111111111111111,True,False,0,1,0,1,0,1,1,1.0,1.0,1.3073322932917317,1.3333333333333333,1.359026369168357,1.4206257242178448,1.4230145867098865,1.5328352339756193,1.5512882839086048,1.7062240663900414,1.7196623285262047,0.0,False
3919,1975-058-01,1975,20060.0,2.0,5.0,11.0,1.0,12.0,0.5555555555555556,0.6666666666666666,True,True,0,0,1,0,0,1,1,1.0,1.0,1.304482225656878,1.3568548387096775,1.375,1.418940609951846,1.4205069124423964,1.5331502550019616,1.5501696558410083,1.7052023121387283,1.7195507195507196,0.0,True
3920,1975-059-01,1975,90090.0,9.0,10.0,10.0,2.0,3.0,1.0,0.6666666666666666,True,True,1,1,1,1,1,1,1,1.0,1.0,1.304482225656878,1.3568548387096775,1.375,1.418940609951846,1.4205069124423964,1.5331502550019616,1.5501696558410083,1.7052023121387283,1.7195507195507196,1.0,True
3921,1975-060-01,1975,30010.0,3.0,3.0,3.0,2.0,2.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.304482225656878,1.3568548387096775,1.375,1.418940609951846,1.4205069124423964,1.5331502550019616,1.5501696558410083,1.7052023121387283,1.7195507195507196,1.0,True
3922,1975-061-01,1975,80010.0,8.0,9.0,9.0,2.0,5.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.304482225656878,1.3568548387096775,1.375,1.418940609951846,1.4205069124423964,1.5331502550019616,1.5501696558410083,1.7052023121387283,1.7195507195507196,1.0,True
3923,1975-062-01,1975,10120.0,1.0,9.0,9.0,2.0,5.0,0.7777777777777778,0.6666666666666666,True,True,1,1,1,1,1,1,1,0.0,0.0,1.304482225656878,1.3568548387096775,1.375,1.418940609951846,1.4205069124423964,1.5331502550019616,1.5501696558410083,1.7052023121387283,1.7195507195507196,1.0,True
3924,1975-063-01,1975,90090.0,9.0,2.0,2.0,2.0,-99.0,1.0,1.0,True,True,1,1,1,1,1,1,1,1.0,1.0,1.304482225656878,1.3568548387096775,1.375,1.418940609951846,1.4205069124423964,1.5331502550019616,1.5501696558410083,1.7052023121387283,1.7195507195507196,1.0,True
3925,1975-064-01,1975,10120.0,1.0,5.0,11.0,1.0,2.0,0.5555555555555556,1.0,True,True,0,0,1,0,0,1,1,1.0,1.0,1.3052147239263803,1.3570712136409229,1.4,1.4187898089171975,1.420389461626575,1.533281127642913,1.5502901353965184,1.7047697368421053,1.7193412754029433,0.0,True
3926,1975-065-01,1975,10160.0,1.0,9.0,9.0,1.0,2.0,0.3333333333333333,1.0,False,True,0,0,1,0,0,0,0,1.0,1.0,1.3052147239263803,1.3570712136409229,1.4,1.4187898089171975,1.420389461626575,1.533281127642913,1.5502901353965184,1.7047697368421053,1.7193412754029433,0.0,False
3927,1975-066-01,1975,20020.0,2.0,12.0,12.0,2.0,-99.0,0.7777777777777778,0.6666666666666666,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3052147239263803,1.3570712136409229,1.4,1.4187898089171975,1.420389461626575,1.533281127642913,1.5502901353965184,1.7047697368421053,1.7193412754029433,1.0,True
3928,1975-067-01,1975,80050.0,8.0,9.0,9.0,2.0,3.0,0.7777777777777778,0.8888888888888888,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3052147239263803,1.3570712136409229,1.4,1.4187898089171975,1.420389461626575,1.533281127642913,1.5502901353965184,1.7047697368421053,1.7193412754029433,1.0,True
3929,1975-068-01,1975,80120.0,8.0,7.0,7.0,2.0,4.0,0.7777777777777778,0.7777777777777778,True,True,1,1,1,1,1,1,1,0.0,0.0,1.3052147239263803,1.3570712136409229,1.4,1.4187898089171975,1.420389461626575,1.533281127642913,1.5502901353965184,1.7047697368421053,1.7193412754029433,1.0,True
